customer_id,signup_date,age_group,location,customer_segment
CUST_05137,2023-08-27,46-55,APAC,SMB
CUST_05138,2024-12-14,18-25,US,Enterprise
CUST_05139,2024-01-24,26-35,EU,SMB
CUST_05140,2023-01-04,36-45,LATAM,Enterprise
CUST_05141,2023-02-08,18-25,US,Startup
CUST_05142,2024-04-14,46-55,APAC,Enterprise
CUST_05143,2024-09-07,55+,EU,Startup
CUST_05144,2024-03-26,26-35,LATAM,SMB
CUST_05145,2023-10-22,36-45,APAC,Startup
CUST_05146,2023-07-05,18-25,EU,SMB
CUST_05147,2024-04-29,55+,LATAM,Enterprise
CUST_05148,2024-11-26,36-45,LATAM,Enterprise
CUST_05149,2023-02-12,26-35,LATAM,Startup
CUST_05150,2023-05-30,18-25,EU,SMB
CUST_05151,2024-07-12,18-25,EU,Enterprise
CUST_05152,2024-01-03,36-45,EU,SMB
CUST_05153,2023-06-08,18-25,EU,Startup
CUST_05154,2024-04-07,55+,LATAM,SMB
CUST_05155,2023-06-07,26-35,US,Enterprise
CUST_05156,2023-06-12,46-55,LATAM,SMB
CUST_05157,2024-05-28,46-55,APAC,SMB
CUST_05158,2023-07-15,36-45,EU,SMB
CUST_05159,2024-03-10,26-35,LATAM,Enterprise
CUST_05160,2024-10-10,55+,US,Startup
CUST_05161,2023-03-12,46-55,EU,Enterprise
CUST_05162,2023-03-29,46-55,LATAM,Enterprise
CUST_05163,2023-04-11,36-45,US,Enterprise
CUST_05164,2023-02-28,55+,EU,Enterprise
CUST_05165,2023-01-15,46-55,EU,Enterprise
CUST_05166,2024-11-13,55+,EU,Startup
CUST_05167,2024-09-25,36-45,EU,Enterprise
CUST_05168,2024-08-20,18-25,US,Startup
CUST_05169,2024-10-16,26-35,LATAM,Startup
CUST_05170,2024-05-24,55+,APAC,Startup
CUST_05171,2023-03-01,26-35,US,Startup
CUST_05172,2023-10-11,26-35,EU,SMB
CUST_05173,2024-06-24,55+,LATAM,SMB
CUST_05174,2023-07-10,26-35,APAC,Enterprise
CUST_05175,2024-08-21,46-55,LATAM,Enterprise
CUST_05176,2024-02-08,26-35,US,Startup
CUST_05177,2024-07-16,36-45,LATAM,Enterprise
CUST_05178,2023-08-21,26-35,APAC,Enterprise
CUST_05179,2024-09-14,18-25,US,Startup
CUST_05180,2023-05-16,36-45,LATAM,SMB
CUST_05181,2023-08-07,46-55,EU,SMB
CUST_05182,2024-06-12,18-25,EU,Startup
CUST_05183,2023-06-27,55+,LATAM,SMB
CUST_05184,2023-08-26,46-55,EU,Enterprise
CUST_05185,2024-04-19,46-55,EU,Startup
CUST_05186,2023-09-29,46-55,EU,Enterprise
CUST_05187,2024-01-27,55+,EU,Startup
CUST_05188,2024-10-05,46-55,EU,Startup
CUST_05189,2024-08-13,26-35,APAC,Enterprise
CUST_05190,2024-04-02,46-55,US,SMB
CUST_05191,2023-08-14,26-35,EU,Enterprise
CUST_05192,2024-09-21,36-45,APAC,SMB
CUST_05193,2023-03-28,55+,LATAM,SMB
CUST_05194,2023-06-14,36-45,LATAM,Enterprise
CUST_05195,2023-02-13,46-55,APAC,SMB
CUST_05196,2023-06-30,55+,EU,Startup
CUST_05197,2024-09-26,18-25,APAC,SMB
CUST_05198,2024-02-13,55+,APAC,Enterprise
CUST_05199,2024-01-17,18-25,EU,Startup
CUST_05200,2023-08-18,18-25,LATAM,Startup
CUST_05201,2024-03-03,18-25,LATAM,Startup
CUST_05202,2023-07-27,18-25,US,Enterprise
CUST_05203,2023-08-24,55+,EU,Startup
CUST_05204,2024-03-05,55+,LATAM,Startup
CUST_05205,2024-05-04,55+,LATAM,SMB
CUST_05206,2023-09-02,36-45,LATAM,SMB
CUST_05207,2024-11-29,55+,US,SMB
CUST_05208,2023-07-02,46-55,APAC,Startup
CUST_05209,2023-03-31,36-45,APAC,Enterprise
CUST_05210,2024-03-26,26-35,LATAM,Startup
CUST_05211,2023-03-18,55+,US,SMB
CUST_05212,2024-12-05,55+,LATAM,Startup
CUST_05213,2024-04-19,46-55,APAC,Startup
CUST_05214,2023-09-16,46-55,US,SMB
CUST_05215,2023-05-28,36-45,APAC,Startup
CUST_05216,2024-12-26,46-55,LATAM,SMB
CUST_05217,2024-03-28,36-45,US,Startup
CUST_05218,2023-12-27,55+,APAC,Enterprise
CUST_05219,2023-09-11,36-45,APAC,Enterprise
CUST_05220,2023-02-10,36-45,EU,Enterprise
CUST_05221,2023-12-27,18-25,APAC,Startup
CUST_05222,2023-06-09,46-55,EU,SMB
CUST_05223,2023-07-07,46-55,APAC,Startup
CUST_05224,2024-02-08,26-35,APAC,SMB
CUST_05225,2023-07-29,36-45,US,Startup
CUST_05226,2024-08-25,18-25,EU,SMB
CUST_05227,2024-07-02,18-25,LATAM,Enterprise
CUST_05228,2023-01-20,26-35,EU,Enterprise
CUST_05229,2023-06-08,26-35,US,Startup
CUST_05230,2024-09-28,18-25,LATAM,Startup
CUST_05231,2024-06-02,36-45,US,SMB
CUST_05232,2024-08-01,46-55,US,Enterprise
CUST_05233,2024-08-31,26-35,LATAM,Startup
CUST_05234,2023-11-19,26-35,EU,Enterprise
CUST_05235,2024-03-23,36-45,APAC,SMB
CUST_05236,2024-03-05,55+,EU,Enterprise
CUST_05237,2024-08-13,46-55,APAC,Startup
CUST_05238,2023-04-22,26-35,APAC,Enterprise
CUST_05239,2024-07-21,36-45,LATAM,Enterprise
CUST_05240,2023-07-08,26-35,EU,Startup
CUST_05241,2024-10-10,55+,APAC,Startup
CUST_05242,2024-08-16,18-25,US,Enterprise
CUST_05243,2023-07-28,26-35,US,SMB
CUST_05244,2024-10-10,55+,EU,SMB
CUST_05245,2024-08-26,55+,LATAM,SMB
CUST_05246,2023-12-15,18-25,LATAM,Enterprise
CUST_05247,2024-06-19,18-25,APAC,Enterprise
CUST_05248,2024-02-10,36-45,APAC,SMB
CUST_05249,2024-01-02,26-35,APAC,Startup
CUST_05250,2023-08-18,26-35,EU,Enterprise
CUST_05251,2023-08-03,55+,EU,Startup
CUST_05252,2024-04-23,55+,LATAM,Startup
CUST_05253,2023-01-06,55+,EU,Startup
CUST_05254,2023-07-19,46-55,US,Startup
CUST_05255,2023-04-21,26-35,APAC,Startup
CUST_05256,2024-04-11,36-45,US,Enterprise
CUST_05257,2023-06-18,36-45,EU,Startup
CUST_05258,2023-07-11,26-35,EU,Startup
CUST_05259,2023-01-01,26-35,US,Startup
CUST_05260,2024-08-29,18-25,LATAM,Enterprise
CUST_05261,2024-09-08,18-25,APAC,Startup
CUST_05262,2024-03-24,55+,APAC,Enterprise
CUST_05263,2024-10-11,55+,APAC,Startup
CUST_05264,2023-06-19,36-45,APAC,SMB
CUST_05265,2024-11-22,55+,EU,SMB
CUST_05266,2023-02-25,55+,EU,Enterprise
CUST_05267,2023-11-01,36-45,US,Enterprise
CUST_05268,2023-03-04,18-25,APAC,Startup
CUST_05269,2024-10-31,18-25,LATAM,SMB
CUST_05270,2023-01-25,18-25,EU,SMB
CUST_05271,2023-02-16,55+,APAC,SMB
CUST_05272,2024-11-01,18-25,US,Startup
CUST_05273,2024-12-02,18-25,APAC,Enterprise
CUST_05274,2023-12-16,26-35,US,SMB
CUST_05275,2023-04-14,55+,US,SMB
CUST_05276,2023-01-17,55+,US,Enterprise
CUST_05277,2023-03-22,18-25,APAC,SMB
CUST_05278,2024-09-15,18-25,EU,Enterprise
CUST_05279,2023-09-01,46-55,EU,Startup
CUST_05280,2024-08-30,18-25,LATAM,Startup
CUST_05281,2023-12-07,46-55,US,SMB
CUST_05282,2024-01-18,46-55,LATAM,Enterprise
CUST_05283,2024-04-30,18-25,EU,Startup
CUST_05284,2023-01-09,26-35,APAC,Enterprise
CUST_05285,2024-01-09,26-35,EU,Enterprise
CUST_05286,2023-07-21,18-25,APAC,Startup
CUST_05287,2023-01-07,36-45,LATAM,SMB
CUST_05288,2024-09-03,36-45,APAC,SMB
CUST_05289,2024-03-29,18-25,EU,Startup
CUST_05290,2023-12-13,36-45,LATAM,Startup
CUST_05291,2024-03-18,46-55,EU,SMB
CUST_05292,2024-06-14,36-45,LATAM,Startup
CUST_05293,2023-04-13,18-25,LATAM,Enterprise
CUST_05294,2023-12-21,26-35,US,Enterprise
CUST_05295,2024-04-06,55+,US,SMB
CUST_05296,2024-03-11,36-45,APAC,Startup
CUST_05297,2024-06-28,55+,EU,Enterprise
CUST_05298,2024-11-04,18-25,APAC,SMB
CUST_05299,2024-04-23,46-55,EU,Startup
CUST_05300,2023-07-26,36-45,LATAM,SMB
CUST_05301,2024-10-17,36-45,EU,Enterprise
CUST_05302,2024-02-08,18-25,EU,Startup
CUST_05303,2024-10-19,26-35,EU,SMB
CUST_05304,2024-05-15,36-45,APAC,Startup
CUST_05305,2024-08-22,26-35,APAC,Startup
CUST_05306,2023-10-05,18-25,LATAM,Enterprise
CUST_05307,2024-12-11,46-55,US,Startup
CUST_05308,2024-04-06,55+,APAC,Enterprise
CUST_05309,2023-11-17,46-55,EU,SMB
CUST_05310,2024-01-10,36-45,APAC,Startup
CUST_05311,2024-08-28,55+,EU,Startup
CUST_05312,2023-03-05,55+,LATAM,SMB
CUST_05313,2023-10-25,55+,LATAM,Startup
CUST_05314,2023-01-15,18-25,EU,SMB
CUST_05315,2023-10-31,18-25,US,Startup
CUST_05316,2023-10-06,46-55,APAC,SMB
CUST_05317,2024-09-25,18-25,US,Startup
CUST_05318,2023-07-26,46-55,APAC,SMB
CUST_05319,2024-02-20,18-25,APAC,Enterprise
CUST_05320,2023-12-31,46-55,LATAM,SMB
CUST_05321,2024-06-18,18-25,LATAM,Enterprise
CUST_05322,2023-04-14,18-25,APAC,Enterprise
CUST_05323,2023-04-14,55+,US,Startup
CUST_05324,2024-05-23,36-45,EU,Startup
CUST_05325,2024-03-28,18-25,LATAM,Enterprise
CUST_05326,2024-09-13,26-35,APAC,Startup
CUST_05327,2023-08-20,36-45,EU,SMB
CUST_05328,2023-01-22,46-55,EU,Startup
CUST_05329,2024-06-25,18-25,US,Startup
CUST_05330,2024-03-19,46-55,EU,SMB
CUST_05331,2024-11-01,55+,EU,SMB
CUST_05332,2024-12-23,26-35,APAC,Startup
CUST_05333,2023-05-07,18-25,APAC,Startup
CUST_05334,2024-08-07,55+,LATAM,Startup
CUST_05335,2023-04-01,55+,APAC,Startup
CUST_05336,2023-11-19,36-45,APAC,SMB
CUST_05337,2023-08-11,18-25,LATAM,Enterprise
CUST_05338,2023-06-18,55+,LATAM,SMB
CUST_05339,2024-09-02,36-45,APAC,Startup
CUST_05340,2023-03-30,26-35,LATAM,SMB
CUST_05341,2024-10-03,18-25,EU,Enterprise
CUST_05342,2023-05-23,18-25,APAC,Enterprise
CUST_05343,2023-06-04,55+,EU,Enterprise
CUST_05344,2024-11-26,36-45,EU,Startup
CUST_05345,2024-05-27,18-25,US,Enterprise
CUST_05346,2023-12-15,26-35,APAC,SMB
CUST_05347,2023-04-25,55+,US,SMB
CUST_05348,2024-07-16,36-45,APAC,Enterprise
CUST_05349,2024-06-30,46-55,LATAM,SMB
CUST_05350,2023-10-16,36-45,LATAM,SMB
CUST_05351,2023-07-23,46-55,EU,Startup
CUST_05352,2024-05-19,46-55,EU,Enterprise
CUST_05353,2023-08-29,46-55,APAC,Startup
CUST_05354,2023-01-10,26-35,APAC,Startup
CUST_05355,2023-04-21,36-45,APAC,Enterprise
CUST_05356,2024-08-08,36-45,US,SMB
CUST_05357,2023-09-30,46-55,APAC,Startup
CUST_05358,2024-10-09,18-25,LATAM,SMB
CUST_05359,2023-01-14,18-25,US,Startup
CUST_05360,2024-07-13,36-45,APAC,Enterprise
CUST_05361,2023-02-22,18-25,EU,Enterprise
CUST_05362,2023-05-13,55+,US,Startup
CUST_05363,2023-06-01,26-35,APAC,Enterprise
CUST_05364,2024-12-16,55+,APAC,SMB
CUST_05365,2023-12-10,55+,EU,SMB
CUST_05366,2024-07-25,36-45,US,Enterprise
CUST_05367,2023-08-30,18-25,APAC,Startup
CUST_05368,2024-12-08,36-45,US,Startup
CUST_05369,2024-05-21,26-35,EU,Startup
CUST_05370,2024-01-25,18-25,LATAM,SMB
CUST_05371,2023-01-11,55+,US,SMB
CUST_05372,2024-07-19,55+,EU,Enterprise
CUST_05373,2024-02-26,36-45,APAC,Startup
CUST_05374,2023-03-31,36-45,LATAM,Enterprise
CUST_05375,2024-09-02,46-55,EU,SMB
CUST_05376,2024-07-18,36-45,EU,Startup
CUST_05377,2024-06-27,55+,US,Startup
CUST_05378,2024-10-23,46-55,US,SMB
CUST_05379,2024-01-27,55+,LATAM,SMB
CUST_05380,2024-07-27,18-25,LATAM,Startup
CUST_05381,2023-12-25,26-35,APAC,Startup
CUST_05382,2024-02-24,55+,APAC,Enterprise
CUST_05383,2024-10-12,46-55,EU,SMB
CUST_05384,2024-06-14,46-55,US,Startup
CUST_05385,2024-08-20,26-35,EU,Enterprise
CUST_05386,2024-10-18,46-55,APAC,Startup
CUST_05387,2023-04-27,26-35,LATAM,SMB
CUST_05388,2024-11-24,26-35,US,SMB
CUST_05389,2024-07-26,55+,LATAM,Enterprise
CUST_05390,2023-12-30,46-55,LATAM,Enterprise
CUST_05391,2023-08-08,46-55,EU,Startup
CUST_05392,2024-10-05,55+,EU,Enterprise
CUST_05393,2024-05-05,46-55,LATAM,Enterprise
CUST_05394,2023-01-19,26-35,LATAM,SMB
CUST_05395,2023-04-04,55+,APAC,SMB
CUST_05396,2023-06-18,18-25,EU,Startup
CUST_05397,2024-01-31,36-45,US,Enterprise
CUST_05398,2023-12-11,55+,US,Enterprise
CUST_05399,2024-10-14,46-55,APAC,Startup
CUST_05400,2024-10-31,55+,US,Enterprise
CUST_05401,2024-02-17,18-25,US,Startup
CUST_05402,2024-11-13,55+,APAC,SMB
CUST_05403,2023-10-30,46-55,LATAM,SMB
CUST_05404,2023-12-30,36-45,US,Enterprise
CUST_05405,2023-08-04,18-25,APAC,Startup
CUST_05406,2024-06-03,26-35,US,SMB
CUST_05407,2024-08-22,26-35,APAC,Startup
CUST_05408,2024-06-16,18-25,LATAM,Enterprise
CUST_05409,2023-08-12,55+,APAC,SMB
CUST_05410,2024-09-01,55+,EU,SMB
CUST_05411,2024-02-06,26-35,APAC,Startup
CUST_05412,2024-10-13,46-55,EU,Startup
CUST_05413,2023-07-08,18-25,APAC,Startup
CUST_05414,2024-02-12,55+,EU,Enterprise
CUST_05415,2024-02-07,18-25,US,SMB
CUST_05416,2023-08-12,55+,US,SMB
CUST_05417,2023-11-15,55+,APAC,Enterprise
CUST_05418,2024-03-16,18-25,EU,Enterprise
CUST_05419,2023-10-13,26-35,EU,Startup
CUST_05420,2024-03-07,36-45,EU,SMB
CUST_05421,2024-01-02,18-25,US,Enterprise
CUST_05422,2024-02-11,46-55,APAC,SMB
CUST_05423,2024-12-21,26-35,EU,Startup
CUST_05424,2024-10-02,55+,US,Startup
CUST_05425,2023-10-17,36-45,APAC,Enterprise
CUST_05426,2023-05-09,36-45,APAC,Enterprise
CUST_05427,2024-09-18,18-25,EU,SMB
CUST_05428,2024-06-27,18-25,US,Enterprise
CUST_05429,2023-06-24,36-45,EU,Startup
CUST_05430,2024-01-03,36-45,LATAM,SMB
CUST_05431,2024-11-22,26-35,APAC,Enterprise
CUST_05432,2024-10-24,36-45,LATAM,Enterprise
CUST_05433,2024-07-23,26-35,APAC,SMB
CUST_05434,2024-08-21,55+,EU,Startup
CUST_05435,2024-09-30,26-35,EU,SMB
CUST_05436,2023-10-24,26-35,US,Startup
CUST_05437,2024-10-10,18-25,LATAM,Enterprise
CUST_05438,2023-07-12,26-35,APAC,SMB
CUST_05439,2024-01-11,26-35,US,SMB
CUST_05440,2024-11-01,55+,LATAM,Enterprise
CUST_05441,2023-10-27,46-55,EU,Enterprise
CUST_05442,2023-06-21,55+,EU,Enterprise
CUST_05443,2023-11-18,55+,US,Startup
CUST_05444,2023-03-09,26-35,APAC,SMB
CUST_05445,2024-12-17,26-35,APAC,Enterprise
CUST_05446,2024-04-07,36-45,EU,Startup
CUST_05447,2024-06-18,36-45,LATAM,Enterprise
CUST_05448,2023-05-31,46-55,APAC,Enterprise
CUST_05449,2023-11-25,18-25,US,SMB
CUST_05450,2024-04-07,18-25,EU,Startup
CUST_05451,2023-11-20,18-25,US,SMB
CUST_05452,2023-12-03,36-45,APAC,Enterprise
CUST_05453,2023-07-13,36-45,EU,SMB
CUST_05454,2024-07-09,46-55,EU,Startup
CUST_05455,2023-11-12,55+,APAC,Startup
CUST_05456,2023-12-07,36-45,APAC,Enterprise
CUST_05457,2024-09-25,36-45,US,SMB
CUST_05458,2023-09-23,36-45,EU,SMB
CUST_05459,2024-12-10,46-55,US,Enterprise
CUST_05460,2023-10-04,18-25,LATAM,Startup
CUST_05461,2023-01-17,18-25,LATAM,SMB
CUST_05462,2024-01-10,55+,APAC,SMB
CUST_05463,2024-11-14,36-45,US,Startup
CUST_05464,2023-01-17,18-25,LATAM,Startup
CUST_05465,2024-12-13,55+,EU,SMB
CUST_05466,2024-01-31,36-45,US,SMB
CUST_05467,2023-03-26,18-25,APAC,Startup
CUST_05468,2024-02-06,18-25,EU,Enterprise
CUST_05469,2024-05-09,55+,LATAM,Startup
CUST_05470,2024-06-10,46-55,US,Startup
CUST_05471,2024-07-19,55+,US,Enterprise
CUST_05472,2024-05-11,36-45,US,SMB
CUST_05473,2023-08-11,18-25,LATAM,Startup
CUST_05474,2023-08-07,18-25,APAC,Enterprise
CUST_05475,2023-02-07,46-55,US,SMB
CUST_05476,2024-12-02,55+,LATAM,Startup
CUST_05477,2024-07-20,36-45,APAC,Startup
CUST_05478,2024-01-30,55+,LATAM,Enterprise
CUST_05479,2024-08-13,55+,LATAM,Startup
CUST_05480,2023-02-19,55+,LATAM,SMB
CUST_05481,2024-12-16,18-25,LATAM,SMB
CUST_05482,2024-10-16,55+,LATAM,Startup
CUST_05483,2024-03-26,55+,LATAM,Enterprise
CUST_05484,2024-01-04,36-45,LATAM,SMB
CUST_05485,2023-12-09,46-55,APAC,Enterprise
CUST_05486,2024-03-29,26-35,US,Startup
CUST_05487,2023-01-07,55+,EU,Enterprise
CUST_05488,2024-02-29,46-55,EU,Startup
CUST_05489,2023-03-11,36-45,LATAM,Enterprise
CUST_05490,2024-12-30,55+,US,Enterprise
CUST_05491,2023-02-21,46-55,APAC,SMB
CUST_05492,2024-01-08,36-45,LATAM,SMB
CUST_05493,2023-10-02,46-55,LATAM,Enterprise
CUST_05494,2024-06-25,46-55,APAC,Enterprise
CUST_05495,2024-09-02,18-25,US,Enterprise
CUST_05496,2023-01-07,36-45,EU,SMB
CUST_05497,2024-11-12,26-35,US,Enterprise
CUST_05498,2023-06-27,55+,US,Startup
CUST_05499,2023-04-30,18-25,EU,Startup
CUST_05500,2024-12-24,26-35,LATAM,SMB
CUST_05501,2023-05-28,36-45,APAC,SMB
CUST_05502,2023-04-20,55+,LATAM,SMB
CUST_05503,2024-02-13,36-45,US,Startup
CUST_05504,2023-07-23,46-55,EU,Enterprise
CUST_05505,2024-01-11,18-25,LATAM,Enterprise
CUST_05506,2024-03-13,46-55,US,Startup
CUST_05507,2023-04-14,36-45,APAC,Startup
CUST_05508,2024-04-03,55+,LATAM,Enterprise
CUST_05509,2024-11-30,36-45,EU,Startup
CUST_05510,2024-10-07,36-45,EU,SMB
CUST_05511,2024-04-17,36-45,US,SMB
CUST_05512,2024-07-08,36-45,EU,Enterprise
CUST_05513,2024-02-04,26-35,EU,Enterprise
CUST_05514,2024-10-14,18-25,APAC,Enterprise
CUST_05515,2024-09-19,18-25,APAC,SMB
CUST_05516,2024-06-17,26-35,EU,Startup
CUST_05517,2023-02-07,18-25,EU,SMB
CUST_05518,2024-06-16,55+,LATAM,Enterprise
CUST_05519,2024-10-14,26-35,US,Enterprise
CUST_05520,2023-09-24,18-25,APAC,Startup
CUST_05521,2023-04-06,26-35,APAC,Enterprise
CUST_05522,2023-06-22,36-45,EU,SMB
CUST_05523,2023-10-19,46-55,APAC,Enterprise
CUST_05524,2023-09-28,26-35,APAC,Enterprise
CUST_05525,2024-03-09,26-35,APAC,Startup
CUST_05526,2024-08-11,55+,EU,Startup
CUST_05527,2024-12-15,55+,EU,Startup
CUST_05528,2024-05-30,46-55,EU,Startup
CUST_05529,2023-02-22,18-25,LATAM,Enterprise
CUST_05530,2024-03-22,18-25,APAC,Startup
CUST_05531,2024-01-21,46-55,LATAM,SMB
CUST_05532,2023-07-13,36-45,EU,Enterprise
CUST_05533,2024-01-16,46-55,LATAM,Enterprise
CUST_05534,2023-03-27,36-45,LATAM,Enterprise
CUST_05535,2023-03-19,46-55,APAC,SMB
CUST_05536,2024-12-18,26-35,US,SMB
CUST_05537,2023-06-17,26-35,US,Startup
CUST_05538,2024-04-07,18-25,US,Startup
CUST_05539,2024-05-17,18-25,LATAM,Startup
CUST_05540,2024-09-09,18-25,APAC,Startup
CUST_05541,2024-11-28,46-55,EU,SMB
CUST_05542,2024-02-27,26-35,EU,Startup
CUST_05543,2023-10-09,18-25,APAC,Startup
CUST_05544,2024-06-12,46-55,APAC,Enterprise
CUST_05545,2024-05-27,26-35,APAC,SMB
CUST_05546,2024-02-13,18-25,US,Startup
CUST_05547,2023-12-03,26-35,APAC,Enterprise
CUST_05548,2024-12-04,26-35,APAC,SMB
CUST_05549,2023-01-24,46-55,EU,Startup
CUST_05550,2024-03-05,36-45,LATAM,Enterprise
CUST_05551,2023-06-21,55+,EU,Startup
CUST_05552,2024-03-05,26-35,EU,Startup
CUST_05553,2024-11-10,26-35,APAC,Enterprise
CUST_05554,2023-07-04,18-25,US,Enterprise
CUST_05555,2023-04-09,46-55,US,Startup
CUST_05556,2024-06-19,36-45,LATAM,Startup
CUST_05557,2023-05-30,36-45,EU,Startup
CUST_05558,2024-12-21,26-35,EU,Startup
CUST_05559,2024-04-06,36-45,EU,SMB
CUST_05560,2024-05-18,26-35,LATAM,SMB
CUST_05561,2024-03-01,55+,LATAM,SMB
CUST_05562,2023-01-22,26-35,LATAM,Startup
CUST_05563,2024-04-17,18-25,LATAM,SMB
CUST_05564,2023-03-18,18-25,LATAM,Startup
CUST_05565,2024-04-09,46-55,LATAM,Enterprise
CUST_05566,2024-07-06,18-25,APAC,Startup
CUST_05567,2023-11-23,36-45,EU,Startup
CUST_05568,2023-12-29,46-55,APAC,Startup
CUST_05569,2024-07-08,46-55,EU,Enterprise
CUST_05570,2023-06-01,36-45,LATAM,Startup
CUST_05571,2023-09-14,36-45,US,Startup
CUST_05572,2024-07-02,26-35,LATAM,SMB
CUST_05573,2024-07-17,26-35,US,Startup
CUST_05574,2023-04-06,55+,US,Startup
CUST_05575,2024-06-21,36-45,EU,SMB
CUST_05576,2024-06-10,55+,LATAM,Enterprise
CUST_05577,2023-04-21,18-25,EU,Enterprise
CUST_05578,2023-09-17,46-55,US,SMB
CUST_05579,2023-12-23,55+,LATAM,Startup
CUST_05580,2024-02-01,26-35,US,Enterprise
CUST_05581,2023-01-28,26-35,APAC,Enterprise
CUST_05582,2024-08-07,55+,EU,SMB
CUST_05583,2024-03-06,55+,US,Enterprise
CUST_05584,2024-10-05,18-25,US,SMB
CUST_05585,2024-10-09,46-55,EU,Enterprise
CUST_05586,2023-01-07,36-45,APAC,Startup
CUST_05587,2023-05-22,46-55,US,Enterprise
CUST_05588,2023-01-07,36-45,US,Startup
CUST_05589,2023-04-13,46-55,US,Startup
CUST_05590,2023-06-25,46-55,EU,Startup
CUST_05591,2023-12-29,36-45,LATAM,Startup
CUST_05592,2023-07-10,55+,LATAM,Enterprise
CUST_05593,2023-08-14,46-55,LATAM,SMB
CUST_05594,2023-04-02,55+,APAC,SMB
CUST_05595,2023-04-03,46-55,EU,Startup
CUST_05596,2024-01-14,36-45,EU,SMB
CUST_05597,2023-12-01,18-25,US,SMB
CUST_05598,2024-03-21,26-35,LATAM,SMB
CUST_05599,2023-08-18,26-35,APAC,Enterprise
CUST_05600,2023-11-15,18-25,LATAM,SMB
CUST_05601,2023-12-03,46-55,APAC,SMB
CUST_05602,2023-09-12,46-55,APAC,Enterprise
CUST_05603,2023-07-03,26-35,US,Enterprise
CUST_05604,2024-03-06,18-25,LATAM,SMB
CUST_05605,2023-05-05,36-45,APAC,Startup
CUST_05606,2024-04-13,46-55,LATAM,SMB
CUST_05607,2024-12-10,46-55,US,Enterprise
CUST_05608,2024-09-08,36-45,EU,Startup
CUST_05609,2024-07-06,36-45,US,SMB
CUST_05610,2023-07-08,46-55,APAC,Enterprise
CUST_05611,2023-09-13,46-55,EU,Startup
CUST_05612,2024-08-17,55+,EU,SMB
CUST_05613,2024-10-05,46-55,EU,Enterprise
CUST_05614,2023-08-11,18-25,APAC,Enterprise
CUST_05615,2023-02-25,46-55,EU,Enterprise
CUST_05616,2024-09-05,18-25,US,Enterprise
CUST_05617,2024-01-01,36-45,LATAM,SMB
CUST_05618,2024-01-12,26-35,US,Enterprise
CUST_05619,2023-01-27,46-55,US,Startup
CUST_05620,2024-08-07,36-45,APAC,Enterprise
CUST_05621,2023-06-11,36-45,APAC,SMB
CUST_05622,2024-06-22,18-25,APAC,Enterprise
CUST_05623,2023-11-05,55+,EU,SMB
CUST_05624,2024-09-13,26-35,LATAM,Enterprise
CUST_05625,2023-09-09,26-35,EU,Startup
CUST_05626,2024-01-15,26-35,US,Startup
CUST_05627,2024-08-24,18-25,EU,Enterprise
CUST_05628,2023-12-10,55+,LATAM,Startup
CUST_05629,2023-10-02,46-55,APAC,SMB
CUST_05630,2024-01-05,36-45,LATAM,SMB
CUST_05631,2024-09-09,18-25,EU,Enterprise
CUST_05632,2024-06-25,36-45,APAC,Startup
CUST_05633,2023-09-12,18-25,EU,Startup
CUST_05634,2024-12-07,26-35,LATAM,Startup
CUST_05635,2023-03-17,55+,US,SMB
CUST_05636,2023-10-29,18-25,EU,Enterprise
CUST_05637,2024-10-29,46-55,US,Startup
CUST_05638,2023-05-22,46-55,US,Startup
CUST_05639,2023-11-22,46-55,US,Enterprise
CUST_05640,2024-05-24,36-45,US,Enterprise
CUST_05641,2023-09-03,26-35,US,Enterprise
CUST_05642,2024-05-27,18-25,LATAM,SMB
CUST_05643,2023-12-03,18-25,LATAM,SMB
CUST_05644,2023-02-10,46-55,LATAM,SMB
CUST_05645,2023-03-04,46-55,LATAM,Enterprise
CUST_05646,2024-03-28,55+,LATAM,Startup
CUST_05647,2024-07-25,46-55,LATAM,SMB
CUST_05648,2023-06-22,18-25,US,SMB
CUST_05649,2024-11-11,55+,APAC,Enterprise
CUST_05650,2024-12-03,46-55,US,Enterprise
CUST_05651,2023-02-15,55+,EU,Startup
CUST_05652,2024-12-04,55+,US,Enterprise
CUST_05653,2024-05-05,36-45,US,Enterprise
CUST_05654,2024-01-25,55+,APAC,Startup
CUST_05655,2023-12-01,36-45,APAC,SMB
CUST_05656,2024-02-05,18-25,US,SMB
CUST_05657,2023-03-10,36-45,LATAM,Startup
CUST_05658,2023-02-10,46-55,LATAM,Enterprise
CUST_05659,2023-10-14,46-55,US,Startup
CUST_05660,2024-08-01,36-45,LATAM,SMB
CUST_05661,2024-02-09,26-35,EU,Startup
CUST_05662,2023-05-02,36-45,EU,SMB
CUST_05663,2024-09-20,36-45,US,Enterprise
CUST_05664,2023-05-20,18-25,LATAM,Startup
CUST_05665,2024-10-20,18-25,LATAM,SMB
CUST_05666,2023-12-19,18-25,EU,SMB
CUST_05667,2023-12-21,18-25,APAC,SMB
CUST_05668,2024-02-20,46-55,EU,Startup
CUST_05669,2023-04-15,36-45,LATAM,Startup
CUST_05670,2023-02-10,46-55,LATAM,Startup
CUST_05671,2024-05-05,46-55,APAC,SMB
CUST_05672,2024-09-04,46-55,EU,SMB
CUST_05673,2023-09-25,26-35,US,Enterprise
CUST_05674,2024-07-31,36-45,US,Enterprise
